;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
11810;33;Male;Never-married;United-States;White;HS-grad;40;0;Private
11811;68;Female;Widowed;England;White;HS-grad;7;0;Private
11812;33;Female;Separated;United-States;Black;Bachelors;45;0;Private
11813;23;Male;Married-civ-spouse;United-States;White;Some-college;20;0;Private
11814;42;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Self-emp-not-inc
11815;30;Male;Never-married;United-States;White;Some-college;45;0;Private
11816;35;Female;Divorced;United-States;Black;Some-college;40;0;State-gov
11817;40;Female;Divorced;United-States;White;HS-grad;50;0;Private
11818;36;Male;Divorced;United-States;White;Masters;30;5455;State-gov
11819;46;Female;Married-civ-spouse;United-States;White;9th;50;0;Self-emp-inc
11820;49;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
11821;41;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
11822;26;Male;Never-married;United-States;White;Masters;38;0;Private
11823;37;Female;Divorced;United-States;Black;HS-grad;20;0;Private
11824;50;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
11825;20;Male;Never-married;United-States;White;Some-college;20;0;Private
11826;59;Male;Divorced;United-States;White;Doctorate;45;25236;State-gov
11827;30;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
11828;23;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
11829;44;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Local-gov
11830;28;Male;Never-married;United-States;White;Bachelors;40;0;Private
11831;48;Female;Never-married;Ireland;White;Some-college;40;0;Private
11832;34;Female;Separated;United-States;White;HS-grad;40;0;Private
11833;58;Male;Never-married;United-States;White;Bachelors;99;0;Private
11834;33;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
11835;38;Male;Married-spouse-absent;India;Other;Bachelors;84;0;Private
11836;49;Male;Married-civ-spouse;United-States;White;Bachelors;40;7298;Federal-gov
11837;67;Female;Widowed;United-States;Black;1st-4th;20;0;Self-emp-not-inc
11838;23;Female;Never-married;United-States;White;10th;40;0;Private
11839;42;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
11840;54;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11841;49;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
11842;35;Male;Married-civ-spouse;United-States;White;Masters;60;0;Private
11843;26;Male;Never-married;United-States;White;HS-grad;40;0;Private
11844;31;Male;Never-married;United-States;White;HS-grad;40;3325;Private
11845;36;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11846;25;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
11847;35;Male;Never-married;United-States;White;Masters;60;0;Local-gov
11848;40;Male;Married-civ-spouse;United-States;White;Masters;40;0;Local-gov
11849;52;Female;Separated;United-States;White;Assoc-acdm;50;0;Private
11850;42;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;State-gov
11852;50;Female;Married-civ-spouse;Canada;White;Masters;40;0;Self-emp-not-inc
11853;52;Male;Married-civ-spouse;United-States;Black;Some-college;40;0;Private
11854;51;Male;Married-civ-spouse;United-States;Amer-Indian-Eskimo;Masters;40;0;Local-gov
11855;19;Male;Never-married;United-States;White;Some-college;40;0;Private
11856;43;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
11857;57;Male;Married-civ-spouse;United-States;White;12th;40;0;Private
11858;35;Male;Divorced;United-States;White;HS-grad;60;0;Private
11859;30;Female;Never-married;United-States;White;Bachelors;30;0;Private
11860;38;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11861;45;Female;Divorced;United-States;White;Some-college;40;0;State-gov
11862;23;Male;Never-married;United-States;White;HS-grad;40;0;Private
11863;22;Female;Separated;United-States;White;Some-college;40;0;Private
11865;60;Male;Married-civ-spouse;United-States;White;Some-college;38;0;Private
11866;45;Female;Divorced;United-States;White;Bachelors;48;0;Private
11867;26;Male;Never-married;United-States;White;HS-grad;40;5721;Private
11868;49;Male;Married-civ-spouse;United-States;White;10th;40;0;State-gov
11869;29;Female;Divorced;United-States;White;Some-college;35;0;Private
11870;47;Male;Married-civ-spouse;United-States;White;Some-college;40;7298;Private
11871;40;Male;Married-civ-spouse;United-States;White;HS-grad;35;0;Private
11872;34;Female;Separated;United-States;White;HS-grad;35;7443;Private
11873;42;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
11874;33;Male;Married-civ-spouse;Mexico;White;1st-4th;35;0;Private
11875;63;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
11876;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11877;38;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
11878;44;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Private
11879;43;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
11880;26;Male;Never-married;United-States;White;Masters;32;0;Private
11881;56;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11882;39;Female;Divorced;United-States;Black;Assoc-voc;40;0;Private
11883;44;Male;Divorced;United-States;White;7th-8th;48;0;Private
11884;34;Male;Separated;United-States;White;HS-grad;48;0;Private
11885;40;Female;Never-married;United-States;White;Assoc-acdm;40;0;Private
11886;38;Male;Married-civ-spouse;United-States;Black;Some-college;40;0;Federal-gov
11887;44;Female;Divorced;United-States;White;Some-college;40;0;Private
11888;34;Male;Divorced;United-States;White;Some-college;72;0;Federal-gov
11889;22;Male;Never-married;England;White;Bachelors;20;0;Private
11890;58;Female;Widowed;United-States;White;Some-college;20;0;Self-emp-inc
11891;43;Female;Divorced;United-States;White;Some-college;30;0;Private
11892;23;Male;Never-married;Columbia;White;HS-grad;40;0;Private
11893;41;Female;Separated;United-States;Black;Some-college;40;0;Private
11894;44;Male;Never-married;United-States;White;Some-college;35;0;Private
11895;32;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11896;38;Male;Married-civ-spouse;United-States;White;Assoc-acdm;56;0;Local-gov
11897;47;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
11898;24;Female;Never-married;United-States;White;HS-grad;30;0;Private
11899;39;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
11900;32;Male;Divorced;Mexico;White;12th;54;0;Private
11901;40;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
11902;34;Female;Divorced;United-States;White;HS-grad;45;0;Private
11903;34;Male;Never-married;United-States;White;HS-grad;30;2036;Private
11904;57;Male;Married-civ-spouse;United-States;White;Masters;45;0;Private
11905;71;Male;Married-civ-spouse;United-States;White;5th-6th;40;0;Private
11906;45;Male;Never-married;United-States;White;Masters;50;0;Local-gov
11907;54;Male;Divorced;United-States;White;HS-grad;45;0;Private
11908;26;Female;Never-married;United-States;White;Assoc-voc;54;0;Private
11909;37;Female;Married-civ-spouse;United-States;White;Some-college;45;0;Private
11910;28;Male;Married-civ-spouse;United-States;White;Some-college;55;0;Self-emp-not-inc
11911;42;Female;Divorced;United-States;White;Bachelors;15;0;Private
11912;45;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11913;37;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
11914;57;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
11915;39;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Private
11916;45;Female;Married-civ-spouse;United-States;Asian-Pac-Islander;Some-college;40;0;State-gov
11917;30;Female;Divorced;United-States;White;Assoc-voc;46;0;Private
11918;27;Male;Married-AF-spouse;United-States;White;HS-grad;40;0;Private
11919;44;Male;Married-civ-spouse;United-States;White;Doctorate;40;0;Private
11920;44;Male;Married-civ-spouse;United-States;White;Doctorate;40;0;State-gov
11921;38;Female;Married-civ-spouse;United-States;White;HS-grad;60;0;Private
11922;19;Male;Never-married;United-States;White;HS-grad;40;0;Private
11923;39;Female;Divorced;United-States;White;Some-college;38;0;Private
11924;55;Male;Widowed;United-States;White;10th;40;0;Self-emp-inc
11925;17;Female;Never-married;United-States;White;10th;20;0;Private
11926;43;Female;Divorced;United-States;White;Some-college;40;0;Private
11927;36;Female;Married-civ-spouse;United-States;White;HS-grad;35;0;Local-gov
11928;45;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Private
11929;44;Male;Married-civ-spouse;United-States;White;Masters;38;0;Private
11930;26;Male;Married-civ-spouse;United-States;White;Some-college;52;0;Private
11931;32;Male;Married-civ-spouse;Ireland;White;Assoc-acdm;40;0;Private
11932;21;Female;Never-married;United-States;White;HS-grad;40;0;Private
11933;43;Male;Married-civ-spouse;United-States;White;Bachelors;60;0;Federal-gov
11934;34;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11935;33;Male;Never-married;United-States;White;Bachelors;20;0;State-gov
11936;40;Male;Never-married;United-States;White;HS-grad;51;0;Self-emp-inc
11937;46;Female;Never-married;Dominican-Republic;White;5th-6th;40;0;Private
11939;54;Female;Widowed;United-States;White;HS-grad;40;0;State-gov
11940;23;Male;Never-married;United-States;White;Some-college;40;0;Private
11941;58;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Self-emp-inc
11942;25;Male;Married-civ-spouse;United-States;White;Some-college;40;3137;Private
11943;50;Male;Married-civ-spouse;United-States;White;Masters;50;7688;Local-gov
11944;42;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Self-emp-not-inc
11945;25;Female;Never-married;United-States;White;HS-grad;38;0;Private
11946;60;Female;Married-civ-spouse;Hong;Asian-Pac-Islander;11th;30;0;Private
11947;43;Female;Never-married;United-States;White;HS-grad;40;0;State-gov
11948;25;Female;Never-married;United-States;White;Bachelors;40;0;Private
11949;31;Female;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
11950;35;Male;Divorced;United-States;White;HS-grad;40;0;Private
11951;48;Male;Divorced;United-States;White;Some-college;40;0;Private
11952;43;Female;Married-civ-spouse;United-States;White;HS-grad;20;0;Self-emp-not-inc
11953;27;Female;Divorced;United-States;White;HS-grad;40;0;Private
11954;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
11955;44;Male;Married-civ-spouse;United-States;White;HS-grad;70;0;Self-emp-inc
11956;52;Male;Married-civ-spouse;United-States;White;HS-grad;22;0;Self-emp-not-inc
11957;49;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
11958;31;Female;Never-married;United-States;White;HS-grad;40;0;Private
11959;59;Male;Divorced;United-States;White;11th;40;0;Private
11960;27;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
11961;38;Male;Never-married;United-States;White;Masters;40;0;Self-emp-not-inc
11962;51;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Federal-gov
11963;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
11964;58;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;Self-emp-inc
11965;46;Female;Divorced;United-States;White;Some-college;40;0;Private
11966;55;Female;Widowed;United-States;White;5th-6th;40;0;Private
11967;76;Female;Divorced;United-States;White;HS-grad;8;0;Private
11968;25;Female;Divorced;United-States;White;Some-college;40;0;Private
11969;51;Male;Married-civ-spouse;United-States;White;Some-college;40;7298;Private
11970;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11971;46;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11972;51;Female;Married-civ-spouse;United-States;White;Some-college;40;0;Private
11973;42;Female;Widowed;United-States;Black;Assoc-voc;40;0;Local-gov
11974;53;Male;Never-married;Italy;White;Bachelors;50;8614;Private
11975;33;Female;Married-civ-spouse;United-States;White;Masters;35;7688;Local-gov
11976;30;Male;Married-civ-spouse;United-States;White;Bachelors;35;99999;Private
11977;41;Male;Divorced;United-States;White;Some-college;40;0;Local-gov
11978;42;Female;Divorced;United-States;White;Assoc-acdm;40;0;State-gov
11979;34;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;HS-grad;40;0;Private
11980;31;Female;Never-married;United-States;White;Assoc-voc;40;0;Private
11981;46;Male;Married-civ-spouse;United-States;White;Some-college;50;0;Private
11982;35;Male;Married-spouse-absent;Guatemala;White;1st-4th;40;0;Private
11984;46;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
11985;43;Female;Married-civ-spouse;United-States;White;Masters;40;0;Local-gov
11986;35;Male;Married-civ-spouse;China;Asian-Pac-Islander;HS-grad;40;0;Private
11987;23;Female;Never-married;United-States;White;Bachelors;20;0;Private
11989;43;Male;Divorced;United-States;Black;HS-grad;40;0;Private
11990;61;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
11991;29;Male;Never-married;United-States;White;Prof-school;50;0;Private
11992;21;Male;Never-married;United-States;White;HS-grad;40;0;Private
11993;36;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Local-gov
11994;40;Female;Never-married;United-States;Black;HS-grad;40;0;Private
11995;23;Male;Never-married;United-States;White;Bachelors;40;0;Private
11996;90;Male;Never-married;United-States;White;Bachelors;55;0;Private
11997;24;Male;Never-married;United-States;White;Bachelors;40;0;Private
11998;20;Female;Never-married;United-States;White;Some-college;12;2176;Private
11999;40;Male;Married-civ-spouse;United-States;White;Masters;60;0;Local-gov
12000;37;Male;Married-civ-spouse;United-States;White;Assoc-voc;55;0;Self-emp-not-inc
12001;31;Female;Never-married;United-States;White;HS-grad;40;0;Private
12002;22;Male;Never-married;United-States;White;HS-grad;40;0;Private
12003;25;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
12005;47;Male;Married-civ-spouse;United-States;White;Masters;60;0;Local-gov
12006;48;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Local-gov
12009;28;Female;Married-civ-spouse;United-States;White;9th;40;0;Private
12010;20;Male;Never-married;United-States;White;Some-college;40;0;State-gov
12011;51;Female;Divorced;Ireland;White;Some-college;40;0;Private
12012;32;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Federal-gov
12013;55;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
12014;41;Female;Divorced;United-States;White;Bachelors;40;0;Local-gov
12015;46;Female;Married-civ-spouse;United-States;White;Masters;35;7688;Private
12016;45;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-inc
12017;65;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
12018;45;Male;Married-civ-spouse;United-States;White;Doctorate;50;7688;Private
12019;22;Female;Never-married;United-States;White;Some-college;40;0;Private
12021;42;Male;Married-civ-spouse;United-States;White;Prof-school;50;0;Self-emp-not-inc
12022;37;Male;Married-civ-spouse;United-States;White;Bachelors;40;5178;Private
12023;24;Female;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12024;67;Female;Divorced;United-States;Black;Some-college;41;0;Private
12025;28;Female;Married-spouse-absent;United-States;White;HS-grad;37;0;Private
12026;56;Male;Married-civ-spouse;Cuba;White;10th;35;0;Private
12027;31;Male;Married-civ-spouse;United-States;White;Assoc-voc;38;0;State-gov
12028;33;Female;Separated;United-States;White;Some-college;40;0;Private
12030;45;Male;Married-civ-spouse;Germany;White;Some-college;40;0;Private
12031;53;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12032;47;Male;Married-civ-spouse;Portugal;White;7th-8th;40;0;Private
12033;40;Female;Divorced;United-States;White;HS-grad;30;0;Private
12034;35;Male;Never-married;United-States;White;Some-college;48;0;Private
12035;65;Male;Married-civ-spouse;United-States;White;7th-8th;40;0;Self-emp-not-inc
12036;42;Female;Married-civ-spouse;United-States;Black;Some-college;30;0;Private
12037;23;Female;Never-married;United-States;White;Bachelors;15;0;Federal-gov
12038;39;Female;Divorced;United-States;White;Some-college;40;0;Private
12039;39;Male;Married-civ-spouse;United-States;White;HS-grad;30;0;Private
12040;37;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12041;25;Female;Never-married;United-States;White;Assoc-voc;40;0;Private
12042;31;Female;Never-married;United-States;White;HS-grad;40;0;Self-emp-not-inc
12043;39;Male;Divorced;United-States;White;HS-grad;45;0;Private
12044;39;Male;Married-civ-spouse;United-States;White;Bachelors;30;0;Private
12045;25;Male;Never-married;United-States;Black;Bachelors;35;0;Private
12046;30;Male;Married-civ-spouse;United-States;White;11th;40;0;Private
12047;37;Female;Married-civ-spouse;United-States;Black;9th;48;0;Private
12048;22;Female;Never-married;Mexico;White;HS-grad;36;0;Private
12049;46;Male;Married-civ-spouse;United-States;White;Masters;40;0;Federal-gov
12050;54;Female;Divorced;United-States;White;Bachelors;38;0;Private
12051;33;Male;Never-married;United-States;White;Assoc-acdm;45;0;Private
12052;70;Male;Never-married;United-States;White;Bachelors;40;0;State-gov
12053;36;Male;Divorced;United-States;White;Some-college;45;0;Private
12054;53;Female;Divorced;United-States;White;Masters;50;0;Local-gov
12055;55;Female;Divorced;United-States;White;HS-grad;40;0;State-gov
12056;17;Female;Never-married;United-States;White;11th;30;0;Private
12057;36;Male;Divorced;United-States;White;Some-college;40;0;Private
12058;36;Male;Never-married;United-States;White;Prof-school;55;0;Self-emp-not-inc
12059;40;Male;Married-spouse-absent;United-States;Black;HS-grad;40;0;Local-gov
12060;36;Male;Married-civ-spouse;United-States;Black;HS-grad;50;0;Private
12061;28;Male;Married-civ-spouse;United-States;White;HS-grad;55;0;Private
12062;39;Male;Married-civ-spouse;United-States;White;Masters;40;99999;Private
12063;49;Male;Never-married;United-States;White;5th-6th;45;0;Private
12064;63;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-inc
12065;61;Male;Married-civ-spouse;United-States;White;Some-college;20;0;Private
12066;48;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-inc
12067;55;Male;Married-spouse-absent;Poland;White;HS-grad;40;0;Private
12069;20;Male;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
12070;49;Male;Married-civ-spouse;China;Asian-Pac-Islander;HS-grad;40;0;Private
12071;27;Male;Married-civ-spouse;United-States;Asian-Pac-Islander;HS-grad;40;0;Federal-gov
12072;37;Female;Divorced;United-States;White;10th;33;0;Private
12073;32;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
12074;33;Male;Married-civ-spouse;United-States;White;Doctorate;60;0;Self-emp-inc
12075;47;Male;Married-civ-spouse;United-States;White;Assoc-voc;26;0;Private
12076;34;Male;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
12077;61;Female;Divorced;United-States;Black;HS-grad;35;0;Private
12078;25;Male;Never-married;United-States;Black;HS-grad;40;0;Private
12079;26;Male;Never-married;United-States;White;Assoc-acdm;30;0;Private
12080;18;Female;Never-married;United-States;White;HS-grad;30;0;Private
12081;35;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
12083;56;Male;Married-civ-spouse;United-States;White;HS-grad;35;0;Private
12084;40;Male;Never-married;United-States;White;Assoc-voc;40;0;State-gov
12085;24;Female;Never-married;United-States;White;12th;38;0;Private
12086;66;Female;Widowed;United-States;White;HS-grad;40;0;Private
12087;42;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12088;28;Male;Never-married;United-States;White;HS-grad;20;0;Private
12089;39;Female;Divorced;United-States;White;Some-college;35;0;State-gov
12090;65;Male;Married-civ-spouse;United-States;White;Assoc-voc;25;0;Self-emp-not-inc
12091;20;Female;Never-married;United-States;White;Some-college;20;0;Private
12092;52;Male;Married-civ-spouse;United-States;White;HS-grad;40;4386;Private
12094;39;Female;Divorced;United-States;White;Some-college;40;0;Private
12095;18;Female;Never-married;United-States;White;HS-grad;30;0;Private
12096;49;Female;Married-civ-spouse;Hong;White;7th-8th;40;0;Private
12097;21;Male;Never-married;United-States;White;Some-college;48;0;Private
12099;38;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12100;55;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12101;27;Male;Married-civ-spouse;United-States;White;10th;55;0;Private
12102;34;Female;Separated;United-States;White;HS-grad;40;0;Private
12103;54;Female;Never-married;Mexico;White;Some-college;40;0;Local-gov
12104;38;Female;Never-married;United-States;White;HS-grad;40;0;Private
12105;32;Female;Divorced;United-States;White;HS-grad;40;0;Private
12106;33;Male;Separated;United-States;White;Some-college;12;0;State-gov
12107;32;Male;Married-civ-spouse;United-States;White;Assoc-acdm;50;0;Federal-gov
12108;34;Male;Married-civ-spouse;France;White;Masters;50;0;Private
12109;46;Male;Married-civ-spouse;United-States;White;Bachelors;30;0;Private
12110;48;Male;Married-civ-spouse;United-States;White;Masters;40;0;Private
12111;23;Male;Never-married;United-States;White;Some-college;40;0;Private
12112;48;Male;Married-spouse-absent;United-States;White;7th-8th;40;0;Federal-gov
12113;67;Male;Married-civ-spouse;United-States;White;HS-grad;37;0;Private
12115;25;Female;Never-married;United-States;White;Bachelors;20;0;Private
12116;43;Male;Married-civ-spouse;United-States;White;Some-college;38;4064;Private
12117;27;Female;Never-married;United-States;White;Assoc-acdm;40;0;Local-gov
12118;56;Male;Separated;United-States;White;1st-4th;40;0;Private
12119;54;Male;Married-civ-spouse;United-States;White;Some-college;48;0;Self-emp-not-inc
12120;39;Male;Married-civ-spouse;United-States;White;HS-grad;46;0;Private
12121;60;Female;Married-civ-spouse;United-States;White;HS-grad;25;0;Self-emp-not-inc
12122;27;Female;Never-married;United-States;White;Some-college;40;0;Private
12123;21;Male;Never-married;United-States;White;Some-college;40;0;Private
12124;24;Female;Never-married;United-States;White;Some-college;40;0;Private
12125;31;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
12126;22;Male;Never-married;United-States;White;10th;15;0;Private
12127;26;Female;Never-married;United-States;White;Bachelors;45;0;Private
12128;45;Male;Married-civ-spouse;United-States;White;HS-grad;48;0;Self-emp-inc
12129;33;Male;Never-married;United-States;Asian-Pac-Islander;HS-grad;40;0;Private
12131;29;Female;Divorced;United-States;Black;9th;40;0;Private
12132;72;Female;Widowed;United-States;White;HS-grad;40;6360;Private
12133;35;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-not-inc
12134;53;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
12135;40;Female;Never-married;United-States;White;Some-college;40;0;Private
12136;20;Male;Never-married;United-States;White;HS-grad;30;0;Private
12137;69;Female;Widowed;United-States;White;HS-grad;12;1848;Private
12138;41;Female;Never-married;United-States;White;HS-grad;25;0;Local-gov
12139;45;Male;Married-civ-spouse;United-States;White;Masters;45;0;Private
12140;27;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12141;46;Male;Married-civ-spouse;United-States;White;Prof-school;60;99999;Self-emp-inc
12142;55;Male;Married-civ-spouse;United-States;Black;Some-college;35;0;Private
12143;31;Male;Married-civ-spouse;United-States;Black;Some-college;40;0;Private
12144;45;Female;Divorced;United-States;White;Some-college;55;0;Private
12145;64;Male;Married-civ-spouse;United-States;White;HS-grad;5;0;Private
12146;38;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Private
12147;17;Male;Never-married;United-States;White;10th;40;0;Private
12148;33;Female;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
12149;22;Female;Married-spouse-absent;United-States;Black;12th;50;0;Private
12150;23;Female;Never-married;United-States;White;Some-college;30;0;Private
12151;25;Male;Never-married;United-States;White;HS-grad;40;0;Private
12152;33;Male;Married-civ-spouse;United-States;White;Bachelors;43;3103;Private
12154;37;Female;Never-married;United-States;White;HS-grad;35;0;Private
12155;53;Female;Separated;United-States;White;HS-grad;38;0;Private
12156;28;Male;Never-married;United-States;White;Some-college;40;0;Local-gov
12157;33;Female;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
12158;41;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12159;61;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Self-emp-inc
12160;25;Female;Never-married;United-States;White;Some-college;25;0;Private
12162;35;Female;Divorced;United-States;White;HS-grad;40;0;Private
12163;64;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Local-gov
12164;28;Male;Married-civ-spouse;United-States;White;HS-grad;38;0;Private
12165;39;Male;Never-married;United-States;White;Some-college;12;0;Self-emp-not-inc
12166;53;Male;Divorced;United-States;White;HS-grad;40;0;Private
12167;28;Female;Never-married;United-States;White;HS-grad;40;0;Private
12168;38;Female;Divorced;United-States;Black;Some-college;40;0;Federal-gov
12169;25;Male;Never-married;Italy;White;Bachelors;35;0;Local-gov
12170;19;Female;Never-married;United-States;White;Some-college;30;0;Private
12171;20;Female;Never-married;United-States;White;Assoc-acdm;30;0;Private
12173;55;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
12174;52;Female;Married-civ-spouse;United-States;Black;Masters;40;0;State-gov
12176;30;Female;Never-married;United-States;White;HS-grad;40;0;Private
12177;47;Female;Divorced;United-States;White;HS-grad;40;0;Private
12178;22;Male;Never-married;United-States;White;10th;30;0;Private
12179;24;Male;Married-civ-spouse;United-States;White;HS-grad;40;4386;Private
12180;26;Female;Never-married;United-States;White;Bachelors;40;0;Private
12181;27;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
12182;57;Male;Married-civ-spouse;Puerto-Rico;White;9th;40;0;Private
12183;18;Female;Never-married;United-States;White;Masters;60;0;Local-gov
12184;30;Male;Never-married;United-States;White;Bachelors;45;0;Private
12185;34;Female;Divorced;United-States;White;Bachelors;50;0;Self-emp-not-inc
12186;40;Male;Married-civ-spouse;United-States;White;Some-college;60;5178;Private
12187;60;Female;Divorced;United-States;Black;HS-grad;38;0;Private
12188;25;Male;Married-civ-spouse;United-States;White;12th;40;0;Private
12189;39;Male;Married-civ-spouse;United-States;White;Bachelors;55;0;Private
12190;48;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12191;27;Male;Married-civ-spouse;United-States;White;Some-college;30;0;Self-emp-not-inc
12192;33;Male;Divorced;United-States;White;HS-grad;65;0;Self-emp-not-inc
12193;65;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-inc
12194;52;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12195;27;Male;Never-married;United-States;White;Bachelors;40;0;Private
12196;32;Male;Never-married;United-States;White;Some-college;40;0;Private
12197;45;Male;Separated;United-States;White;Some-college;50;0;Self-emp-not-inc
12199;27;Male;Never-married;United-States;White;Bachelors;45;0;Private
12200;57;Female;Married-civ-spouse;United-States;White;Some-college;60;0;Self-emp-not-inc
12201;44;Male;Divorced;United-States;White;Some-college;55;0;Private
12202;30;Male;Married-civ-spouse;United-States;White;Masters;44;0;Private
12203;26;Female;Divorced;United-States;White;Some-college;40;0;Private
12204;28;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Federal-gov
12205;61;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12206;49;Male;Married-civ-spouse;Mexico;White;HS-grad;50;0;Self-emp-not-inc
12207;33;Male;Married-civ-spouse;United-States;White;Masters;40;15024;Private
12208;50;Male;Married-civ-spouse;United-States;White;Assoc-acdm;50;0;Private
12209;53;Male;Married-civ-spouse;United-States;White;7th-8th;99;0;Self-emp-not-inc
12210;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
12211;22;Male;Never-married;United-States;White;Some-college;10;0;Private
12212;45;Male;Divorced;United-States;White;Bachelors;40;0;Local-gov
12215;47;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
12216;52;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Federal-gov
12217;57;Female;Widowed;United-States;White;HS-grad;36;0;Private
12219;58;Female;Divorced;United-States;White;HS-grad;40;2174;Private
12220;50;Female;Divorced;United-States;Amer-Indian-Eskimo;Masters;50;0;Local-gov
12221;33;Female;Never-married;United-States;Asian-Pac-Islander;Some-college;40;0;Federal-gov
12222;34;Male;Married-civ-spouse;United-States;White;11th;40;0;Self-emp-not-inc
